,Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
255,-0.5994,Sat Mar 24 00:29:20 +0000 2018,0.849,0.151,0.0,"March for Our Lives student organizers say the event takes on ""an issue of life and death. ... The mass shooting ep… https://t.co/7YyUdSrQlq",56,CNN
256,0.0772,Sat Mar 24 00:25:06 +0000 2018,0.949,0.0,0.051,"RT @OutFrontCNN: ""Everyone that I talk to in the White House just wishes that they had never had to address these stories at all, but it's…",57,CNN
257,0.0,Sat Mar 24 00:21:15 +0000 2018,1.0,0.0,0.0,"Using cell phones, six Parkland survivors chronicled their lives in the weeks after the shooting. Their stories ton… https://t.co/af1llgPsQh",58,CNN
258,0.0,Sat Mar 24 00:13:10 +0000 2018,1.0,0.0,0.0,"Chef José Andrés' ThinkFoodGroup and various DC restaurants started Food for Our Lives, a collaboration of business… https://t.co/p41ysZ5913",59,CNN
259,0.0,Sat Mar 24 00:03:11 +0000 2018,1.0,0.0,0.0,Cambridge Analytica says it's commissioning a third-party audit to prove that it deleted the trove of data about Fa… https://t.co/Oo9xRKkALD,60,CNN
260,0.0,Fri Mar 23 23:53:04 +0000 2018,1.0,0.0,0.0,"Melania Trump rides solo to Air Force One, again https://t.co/xI0z6fJVKe https://t.co/uEjjLIsJJe",61,CNN
261,-0.2023,Fri Mar 23 23:49:09 +0000 2018,0.697,0.168,0.135,"RT @CNNMoney: Pando founder Sarah Lacy unpacks Facebook's ""crisis of confidence"" in this week's @ReliableSources podcast with CNN's @brians…",62,CNN
262,0.34,Fri Mar 23 23:46:51 +0000 2018,0.876,0.0,0.124,"John Bolton, President Trump's pick to be the next national security adviser, has a decade-long history of associat… https://t.co/GsqLWaQega",63,CNN
263,0.3612,Fri Mar 23 23:39:30 +0000 2018,0.902,0.0,0.098,"RT @CNNnewsroom: ""People are listening. People are hearing us, and we feel like we've been yelling from the bottom of a barrel for almost t…",64,CNN
264,0.0,Fri Mar 23 23:38:15 +0000 2018,1.0,0.0,0.0,"A liver transplant saves one teen, but his identical twin dies https://t.co/sqDNBovbt9 https://t.co/SFUOlXfpS2",65,CNN
265,0.0,Fri Mar 23 23:29:47 +0000 2018,1.0,0.0,0.0,"“I just know that I have to go back to continue to learn and work, even when our politicians won’t.” David Hogg and… https://t.co/0BkIPTNbJ5",66,CNN
266,0.0,Fri Mar 23 23:25:46 +0000 2018,1.0,0.0,0.0,Four things we learned about Mario Cuomo from Chris Cuomo https://t.co/X9biaNDUhO #AxeFiles https://t.co/CAyAHDxiUg,67,CNN
267,0.0,Fri Mar 23 23:21:00 +0000 2018,0.747,0.126,0.126,911 calls capture the confusion when a false missile alert went out in Hawaii https://t.co/SPYmWPOPQg https://t.co/tOHRp353j4,68,CNN
268,0.5423,Fri Mar 23 23:10:59 +0000 2018,0.816,0.0,0.184,"Taylor Swift voiced her support for Saturday's ""March for Our Lives"" in an Instagram post and said that she made a… https://t.co/rUq4HPJvrg",69,CNN
269,-0.0516,Fri Mar 23 23:02:13 +0000 2018,0.796,0.106,0.097,"Many of the Democrats who've been urging stricter gun control legislation will join throngs of students for the ""Ma… https://t.co/mxQjFKdFSy",70,CNN
270,0.296,Fri Mar 23 22:51:03 +0000 2018,0.896,0.0,0.104,"China may target American cherries, pistachios, sparkling wine and more than 120 other US goods with tariffs to ret… https://t.co/vg46Qs8uzw",71,CNN
271,0.4019,Fri Mar 23 22:41:07 +0000 2018,0.829,0.0,0.171,“Change is happening. I can see it on the horizon.” Alex Wind and fellow Parkland survivors share exclusive video d… https://t.co/hQwUCCj8YG,72,CNN
272,-0.6486,Fri Mar 23 22:31:06 +0000 2018,0.777,0.223,0.0,"An Iowa family vacationing in Mexico was found dead inside their condominium, according to police… https://t.co/kE8QRiquuX",73,CNN
273,-0.4215,Fri Mar 23 22:26:06 +0000 2018,0.877,0.123,0.0,NFL star Michael Bennett was indicted in Houston on a charge of injury to the elderly in connection with an inciden… https://t.co/4MIuPMiP6H,74,CNN
274,0.7717,Fri Mar 23 22:21:03 +0000 2018,0.705,0.0,0.295,First lady Melania Trump made public remarks at the State Department's International Women of Courage award ceremon… https://t.co/RzjFpXXh33,75,CNN
275,-0.0772,Fri Mar 23 22:21:01 +0000 2018,0.769,0.121,0.109,A Tennessee man who was wrongfully imprisoned for 31 years and initially given $75 to start over has been awarded $… https://t.co/gnUXYLvD98,76,CNN
276,0.4019,Fri Mar 23 22:11:33 +0000 2018,0.85,0.0,0.15,RT @AC360: “Change is happening. I can see it on the horizon.” Alex Wind and fellow Parkland survivors share exclusive video diaries with C…,77,CNN
277,-0.34,Fri Mar 23 22:11:04 +0000 2018,0.882,0.118,0.0,"""Contrary to the NRA's current narrative, the path to sensible gun reform isn't a slippery slope, it's simply uncha… https://t.co/ueTcSlJS7s",78,CNN
278,0.0,Fri Mar 23 22:01:06 +0000 2018,1.0,0.0,0.0,Former President Jimmy Carter has been briefed by the White House on the situation in North Korea… https://t.co/hbuozgfGDB,79,CNN
279,0.0,Fri Mar 23 21:52:56 +0000 2018,1.0,0.0,0.0,The real reasons Congress can't act on guns or immigration https://t.co/Zvna0DntVv https://t.co/LubyPW3xvN,80,CNN
280,0.0,Fri Mar 23 21:35:49 +0000 2018,1.0,0.0,0.0,"“To us, this is not a partisan issue. It’s an issue of life or death,” says Alex Wind, a Parkland school shooting s… https://t.co/K0tPyzHKb1",81,CNN
281,-0.9432,Fri Mar 23 21:20:07 +0000 2018,0.423,0.577,0.0,A man has been arrested for allegedly threatening to assault and murder a congressman from Virginia… https://t.co/2zCfq5BD0E,82,CNN
282,-0.6597,Fri Mar 23 21:01:07 +0000 2018,0.773,0.227,0.0,"Why you'll see a lot of ""evil eye"" gloves at the March For Our Lives https://t.co/WtpZqb9zQE https://t.co/AyNUF33YIp",83,CNN
283,-0.7713,Fri Mar 23 20:50:08 +0000 2018,0.712,0.288,0.0,"Parents of young children have reason to be watchful as the flu season ends. B strains, which can be more severe fo… https://t.co/JWXazt7zNl",84,CNN
284,-0.0772,Fri Mar 23 20:40:05 +0000 2018,0.915,0.085,0.0,Drew Barrymore shows she's sorry for dissing Jake Gyllenhaal with a literal sign of affection… https://t.co/USc2fh5gfb,85,CNN
285,-0.4404,Fri Mar 23 20:30:12 +0000 2018,0.861,0.139,0.0,Bank of America Merrill Lynch doctored paperwork on 16 million orders to fool institutional clients into thinking s… https://t.co/OYh6bq5U5e,86,CNN
286,0.0,Fri Mar 23 20:20:09 +0000 2018,1.0,0.0,0.0,Thousands of people marched in cities across Poland in demonstrations against plans to tighten the country's alread… https://t.co/7xfT5h1KC8,87,CNN
287,0.128,Fri Mar 23 20:10:38 +0000 2018,0.763,0.088,0.149,"RT @AC360: “I feel worried, I feel angry.” Parkland survivors share exclusive video diaries with CNN. Their stories tonight, 9p ET on @CNN…",88,CNN
288,0.4215,Fri Mar 23 20:10:04 +0000 2018,0.877,0.0,0.123,The Chinese ambassador to the United States would not rule out his nation scaling back the purchase of US governmen… https://t.co/hWrJhLtgkZ,89,CNN
289,-0.8519,Fri Mar 23 20:07:50 +0000 2018,0.659,0.341,0.0,RT @CNNMoney: Trade war fears sink stocks again: Dow closes down more than 400 points at lowest point since November. https://t.co/A9OlUXl3…,90,CNN
290,0.4404,Fri Mar 23 20:03:33 +0000 2018,0.847,0.0,0.153,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/2RiAQPzhIt https://t.co/zp4lrF9v3O,91,CNN
291,-0.802,Fri Mar 23 19:50:35 +0000 2018,0.725,0.275,0.0,"At least 13 people were killed and 35 others were injured Friday night in a car bombing in southern Afghanistan, a… https://t.co/8EZYFIRuUW",92,CNN
292,0.0,Fri Mar 23 19:42:28 +0000 2018,1.0,0.0,0.0,"""China is not afraid of and will not recoil from a trade war,"" China's embassy in Washington said in a statement… https://t.co/lTQZIyYykI",93,CNN
293,0.4767,Fri Mar 23 19:30:13 +0000 2018,0.796,0.0,0.204,Some student loan borrowers will get another chance to qualify for the Public Service Loan Forgiveness program… https://t.co/0Y6bgk27QX,94,CNN
294,-0.5106,Fri Mar 23 19:30:09 +0000 2018,0.732,0.268,0.0,A timeline of DACA offers President Trump has rejected https://t.co/r3lYvNaM8H https://t.co/TKd8VSvjEr,95,CNN
295,0.0,Fri Mar 23 19:20:06 +0000 2018,1.0,0.0,0.0,"A new chemical analysis of animal bones suggests that the Maya in the city of Ceibal kept big cats in captivity, an… https://t.co/R65QDFdpAP",96,CNN
296,0.0,Fri Mar 23 19:10:06 +0000 2018,1.0,0.0,0.0,"Dr. Ronny Jackson, the presidential physician who has served under three presidents, has been nominated for a promo… https://t.co/TkS68sf6Mb",97,CNN
297,-0.6597,Fri Mar 23 19:00:09 +0000 2018,0.761,0.239,0.0,A former cancer patient is now a doctor at the hospital that helped her survive https://t.co/K0Lmowc4PM https://t.co/EymrGr1EDT,98,CNN
298,0.5106,Fri Mar 23 18:50:02 +0000 2018,0.87,0.0,0.13,"All around the US, Lyft is offering free rides to protestors who will participate in the March for Our Lives this w… https://t.co/iiZhgPHkqG",99,CNN
299,0.128,Fri Mar 23 18:45:11 +0000 2018,0.923,0.0,0.077,Veteran Washington attorney Joseph diGenova’s role as part of President Donald Trump’s legal team is still in quest… https://t.co/McCu9Y9S2f,100,CNN
300,0.4019,Sat Mar 24 01:41:30 +0000 2018,0.881,0.0,0.119,"I wish all of the brands capitalizing on the feminist movement at least had some baseline of inclusion.

Make it in… https://t.co/yK3F8MMBP0",1,Fox
301,0.4404,Fri Mar 23 23:03:43 +0000 2018,0.854,0.0,0.146,"Looking to read some new, good product and design books. Any recommendations for publications within the last 3 years? 🙏",2,Fox
302,0.7213,Fri Mar 23 23:03:00 +0000 2018,0.373,0.0,0.627,"@tsunamino omg, so excellent!",3,Fox
303,0.7959,Fri Mar 23 22:54:03 +0000 2018,0.497,0.0,0.503,@sch Sure! Thank you for being open to chatting. Emailed. :),4,Fox
304,0.4588,Fri Mar 23 22:32:15 +0000 2018,0.769,0.0,0.231,"@sch I’m in Melbourne, which has 5 hours overlap with SF :)",5,Fox
305,0.0,Fri Mar 23 22:17:43 +0000 2018,1.0,0.0,0.0,@sch hey! I’m assuming this isn’t a remote job?,6,Fox
306,0.3174,Fri Mar 23 22:09:16 +0000 2018,0.85,0.0,0.15,"@jasonfried I always really enjoyed 37signals’ books, but I can’t unsee the ableism in the title...",7,Fox
307,-0.2023,Fri Mar 23 22:08:00 +0000 2018,0.741,0.163,0.096,I’d love to have more time to build up my professional portfolio but it’s hard to focus when there’s no job securit… https://t.co/QOnLi6v91M,8,Fox
308,0.6369,Fri Mar 23 22:05:46 +0000 2018,0.846,0.0,0.154,"As much as I love connecting with fellow women at tech events, it always breaks my heart so much that half of the c… https://t.co/DlZtj3F2AQ",9,Fox
309,-0.5009,Fri Mar 23 22:04:12 +0000 2018,0.825,0.175,0.0,"@mapotato I’m so sorry about this, Theresa. We will try to find out the name of the offender. There will be consequences.",10,Fox
310,-0.2732,Fri Mar 23 22:02:44 +0000 2018,0.852,0.099,0.049,Inclusion sections on careers pages mean nothing if you can’t reply to all candidates no matter the outcome and giv… https://t.co/JrBPxHYF7m,11,Fox
311,0.802,Fri Mar 23 10:19:46 +0000 2018,0.549,0.0,0.451,@almonk @jgwhite @itchymutt Interesting. I’d be keen to chat in that case :),12,Fox
312,0.3612,Fri Mar 23 10:08:18 +0000 2018,0.894,0.0,0.106,RT @duyenho: Hats off to @Fox for being the real deal 💪 Thank you Karolina and @benschwarz for the last ever #jsconfau18 https://t.co/8oRoy…,13,Fox
313,0.926,Fri Mar 23 10:08:07 +0000 2018,0.571,0.0,0.429,RT @not_sherry_wine: Shoutout to @fox and @benschwarz for the fantastic #JSConfAU18. The opportunity program is one of the best gift I’ve b…,14,Fox
314,0.0,Fri Mar 23 08:32:21 +0000 2018,1.0,0.0,0.0,"RT @the_patima: 📢✨ I have something to tell you all...

I'm going to Berlin in June to speak at @jsconfeu!!!! 💖

🌟 It's my 1st ever trip to…",15,Fox
315,0.0,Fri Mar 23 08:30:43 +0000 2018,1.0,0.0,0.0,@itchymutt @heroku SF-based?,16,Fox
316,0.0,Fri Mar 23 03:38:24 +0000 2018,1.0,0.0,0.0,RT @susanthesquark: I've said it a million times and I'll keep shouting it from the rooftops: a company's diversity and inclusion efforts m…,17,Fox
317,0.4767,Thu Mar 22 23:43:23 +0000 2018,0.853,0.0,0.147,"Apparently someone said that they’re only afraid of meeting two people; @dhh and myself.

I will take this as a compliment.",18,Fox
318,0.8481,Thu Mar 22 20:41:52 +0000 2018,0.662,0.0,0.338,"That’s a wrap, everyone. CSSConf and JSConf Australia are now a thing of a past.

Hope we left you inspired and with new friends.

🙌",19,Fox
319,0.9098,Thu Mar 22 20:29:50 +0000 2018,0.419,0.0,0.581,"@robodana Thank you for your kind words, Dana! I’m glad you’ve enjoyed it",20,Fox
320,0.4019,Sat Mar 24 01:41:30 +0000 2018,0.881,0.0,0.119,"I wish all of the brands capitalizing on the feminist movement at least had some baseline of inclusion.

Make it in… https://t.co/yK3F8MMBP0",21,Fox
321,0.4404,Fri Mar 23 23:03:43 +0000 2018,0.854,0.0,0.146,"Looking to read some new, good product and design books. Any recommendations for publications within the last 3 years? 🙏",22,Fox
322,0.7213,Fri Mar 23 23:03:00 +0000 2018,0.373,0.0,0.627,"@tsunamino omg, so excellent!",23,Fox
323,0.7959,Fri Mar 23 22:54:03 +0000 2018,0.497,0.0,0.503,@sch Sure! Thank you for being open to chatting. Emailed. :),24,Fox
324,0.4588,Fri Mar 23 22:32:15 +0000 2018,0.769,0.0,0.231,"@sch I’m in Melbourne, which has 5 hours overlap with SF :)",25,Fox
325,0.0,Fri Mar 23 22:17:43 +0000 2018,1.0,0.0,0.0,@sch hey! I’m assuming this isn’t a remote job?,26,Fox
326,0.3174,Fri Mar 23 22:09:16 +0000 2018,0.85,0.0,0.15,"@jasonfried I always really enjoyed 37signals’ books, but I can’t unsee the ableism in the title...",27,Fox
327,-0.2023,Fri Mar 23 22:08:00 +0000 2018,0.741,0.163,0.096,I’d love to have more time to build up my professional portfolio but it’s hard to focus when there’s no job securit… https://t.co/QOnLi6v91M,28,Fox
328,0.6369,Fri Mar 23 22:05:46 +0000 2018,0.846,0.0,0.154,"As much as I love connecting with fellow women at tech events, it always breaks my heart so much that half of the c… https://t.co/DlZtj3F2AQ",29,Fox
329,-0.5009,Fri Mar 23 22:04:12 +0000 2018,0.825,0.175,0.0,"@mapotato I’m so sorry about this, Theresa. We will try to find out the name of the offender. There will be consequences.",30,Fox
330,-0.2732,Fri Mar 23 22:02:44 +0000 2018,0.852,0.099,0.049,Inclusion sections on careers pages mean nothing if you can’t reply to all candidates no matter the outcome and giv… https://t.co/JrBPxHYF7m,31,Fox
331,0.802,Fri Mar 23 10:19:46 +0000 2018,0.549,0.0,0.451,@almonk @jgwhite @itchymutt Interesting. I’d be keen to chat in that case :),32,Fox
332,0.3612,Fri Mar 23 10:08:18 +0000 2018,0.894,0.0,0.106,RT @duyenho: Hats off to @Fox for being the real deal 💪 Thank you Karolina and @benschwarz for the last ever #jsconfau18 https://t.co/8oRoy…,33,Fox
333,0.926,Fri Mar 23 10:08:07 +0000 2018,0.571,0.0,0.429,RT @not_sherry_wine: Shoutout to @fox and @benschwarz for the fantastic #JSConfAU18. The opportunity program is one of the best gift I’ve b…,34,Fox
334,0.0,Fri Mar 23 08:32:21 +0000 2018,1.0,0.0,0.0,"RT @the_patima: 📢✨ I have something to tell you all...

I'm going to Berlin in June to speak at @jsconfeu!!!! 💖

🌟 It's my 1st ever trip to…",35,Fox
335,0.0,Fri Mar 23 08:30:43 +0000 2018,1.0,0.0,0.0,@itchymutt @heroku SF-based?,36,Fox
336,0.0,Fri Mar 23 03:38:24 +0000 2018,1.0,0.0,0.0,RT @susanthesquark: I've said it a million times and I'll keep shouting it from the rooftops: a company's diversity and inclusion efforts m…,37,Fox
337,0.4767,Thu Mar 22 23:43:23 +0000 2018,0.853,0.0,0.147,"Apparently someone said that they’re only afraid of meeting two people; @dhh and myself.

I will take this as a compliment.",38,Fox
338,0.8481,Thu Mar 22 20:41:52 +0000 2018,0.662,0.0,0.338,"That’s a wrap, everyone. CSSConf and JSConf Australia are now a thing of a past.

Hope we left you inspired and with new friends.

🙌",39,Fox
339,0.9098,Thu Mar 22 20:29:50 +0000 2018,0.419,0.0,0.581,"@robodana Thank you for your kind words, Dana! I’m glad you’ve enjoyed it",40,Fox
340,0.4019,Thu Mar 22 20:29:29 +0000 2018,0.649,0.0,0.351,"@kriesse @benschwarz Texting from bed, yes 🌸",41,Fox
341,0.7959,Thu Mar 22 01:21:07 +0000 2018,0.361,0.0,0.639,"@sentience Ah, interesting! Great photos 👏🏻",42,Fox
342,0.6959,Thu Mar 22 01:09:38 +0000 2018,0.759,0.0,0.241,@sentience what camera and lenses are you using? Fuji or Leica? The quality is quite great.,43,Fox
343,0.9081,Wed Mar 21 23:17:34 +0000 2018,0.648,0.0,0.352,"RT @JSConfAU: Did you enjoy the live stream today? Great, because we’re doing it again today.

Tune in for awesome tech talks. 🙏❤️ #jsconfa…",44,Fox
344,-0.4574,Wed Mar 21 22:35:50 +0000 2018,0.875,0.125,0.0,"I have so many subtweets about people misbehaving in subtle ways at conferences I could probably write a book by now. 

Last day to go!",45,Fox
345,0.4389,Wed Mar 21 01:30:04 +0000 2018,0.862,0.0,0.138,"RT @fox: 🚨👋🏻 Hi everyone! I’m searching for new opportunities. 

I’m looking for multidisciplinary product, front-end and leadership roles.…",46,Fox
346,0.4199,Tue Mar 20 23:43:13 +0000 2018,0.417,0.0,0.583,@RedRoxProjects Thank you! 🌺,47,Fox
347,0.4199,Tue Mar 20 23:21:08 +0000 2018,0.417,0.0,0.583,@agisilaosts thank you! 🌺,48,Fox
348,0.0,Tue Mar 20 22:30:20 +0000 2018,1.0,0.0,0.0,"We’re live streaming @jsconfau talks all day today and tomorrow. Starting in 30 minutes!

https://t.co/ttIzoV4Cjz",49,Fox
349,-0.4019,Tue Mar 20 19:54:47 +0000 2018,0.863,0.137,0.0,RT @frameshiftllc: New angle for change in VC: founders refusing to take funding from all-male all-white firms https://t.co/AMi8UJbTGO,50,Fox
350,0.3612,Tue Mar 20 19:54:21 +0000 2018,0.839,0.0,0.161,@sentience @benschwarz @glenmaddern @xzyfer @jordanlewiz I like how everyone is wearing black or tan pants.,51,Fox
351,-0.5267,Tue Mar 20 18:46:00 +0000 2018,0.779,0.221,0.0,"@kriesse @benschwarz ❤️❤️❤️

I’ll have a celebration of lying face down in a few days.",52,Fox
352,0.4199,Tue Mar 20 05:15:04 +0000 2018,0.417,0.0,0.583,@butwhoiskat thank you!,53,Fox
353,0.0,Mon Mar 19 23:38:23 +0000 2018,1.0,0.0,0.0,"Here it goes. Last 8 months of constant work will happen within the next 3 days.

https://t.co/c48sQqdnXv",54,Fox
354,0.0,Mon Mar 19 22:55:26 +0000 2018,1.0,0.0,0.0,"RT @cssconfau: Guess what?

Even if you aren’t here, you can watch all the talks LIVE! 😱

Tune into the live stream here. #cssconfau18 

ht…",55,Fox
355,0.9178,Mon Mar 19 10:25:22 +0000 2018,0.456,0.0,0.544,"@amyngyn hahaha. I actually never been, but I’ve heard the bar is great. :)",56,Fox
356,0.0,Mon Mar 19 06:54:56 +0000 2018,1.0,0.0,0.0,@amyngyn Loui Bar?,57,Fox
357,0.8172,Mon Mar 19 00:57:53 +0000 2018,0.706,0.0,0.294,RT @LJKenward: Hey friends! 👋 Who's hiring Junior Devs at the moment? I have some awesome people from the @juniordev_io Community currently…,58,Fox
358,0.481,Mon Mar 19 00:08:00 +0000 2018,0.752,0.079,0.168,Don’t forget about the Community Social today! EVERYONE IS WELCOME (even if you don’t hold a CSSConf or JSConf tick… https://t.co/6c79TcKFCi,59,Fox
359,0.0,Sun Mar 18 23:11:31 +0000 2018,0.725,0.118,0.156,Toxic tech industry creates a fake vision of what each of us (especially minorities) have to be and achieve to be ”… https://t.co/yfXZ5nxCJ7,60,Fox
360,0.6705,Sun Mar 18 21:53:04 +0000 2018,0.776,0.0,0.224,"@amyngyn I never introduce myself. The focus is on content, not myself. Also I don’t feel like I need to justify my cred. :)",61,Fox
361,0.3818,Sun Mar 18 03:17:02 +0000 2018,0.698,0.0,0.302,Today I got kissed by a dingo. 💁🏻‍♀️ https://t.co/FDQsVw2anl,62,Fox
362,0.7569,Sat Mar 17 21:10:23 +0000 2018,0.481,0.0,0.519,"@Sareh88 Thank you, Sareh! That’s very kind. ❤️",63,Fox
363,0.7096,Sat Mar 17 08:20:32 +0000 2018,0.742,0.0,0.258,@meelijane https://t.co/Y5wM3nCdsH in Northcote. I’ve tested many and this one is orders of magnitude better than everywhere else. :),64,Fox
364,0.765,Sat Mar 17 07:02:55 +0000 2018,0.761,0.0,0.239,One of many reasons why I love my yoga studio so much is how meditative the practice is and how all the instructors… https://t.co/VXfSqdo6bk,65,Fox
365,-0.34,Sat Mar 17 06:59:15 +0000 2018,0.473,0.345,0.182,"@IvanaMcConnell I can only help ruin your bank account further, sorry. 😂",66,Fox
366,0.1646,Sat Mar 17 06:58:49 +0000 2018,0.711,0.134,0.156,"RT @slamup: people love to say

     no child is born 
     with hate in their heart

which is all very
romantic

but from the moment
a bla…",67,Fox
367,0.4588,Sat Mar 17 04:44:27 +0000 2018,0.769,0.0,0.231,"@evanderkoogh Nope, we are at full capacity of the venue. :)",68,Fox
368,0.6114,Sat Mar 17 04:43:03 +0000 2018,0.84,0.0,0.16,"RT @cssconfau: Come and celebrate with us at pre CSSConf and JSConf AU community social!

📅 Monday, March 19, 6pm onwards
📍Stomping Ground…",69,Fox
369,0.5106,Sat Mar 17 03:16:57 +0000 2018,0.381,0.152,0.467,"@noahmp Heh, dang :) worth asking nonetheless.",70,Fox
370,0.0,Sat Mar 17 03:10:32 +0000 2018,1.0,0.0,0.0,@noahmp 👋🏻 is this a SF-based role?,71,Fox
371,0.2263,Fri Mar 16 23:36:37 +0000 2018,0.913,0.0,0.087,RT @mbrockenbrough: Here's a point worth making every so often. The patriarchy isn't men. It's a system that prefers them. Wanting to disma…,72,Fox
372,0.4199,Fri Mar 16 23:36:24 +0000 2018,0.782,0.0,0.218,@madalynrose Thank you so much ☺️ looking forward to meeting you! 🌺,73,Fox
373,0.7835,Fri Mar 16 23:27:46 +0000 2018,0.537,0.0,0.463,"@andymcmillan Thanks, Andy! You are an inspiration for me too! 💙",74,Fox
374,0.7345,Fri Mar 16 23:27:14 +0000 2018,0.64,0.0,0.36,@evanderkoogh Hey Erwin! Thanks so much. We can chat during the events. :),75,Fox
375,-0.3597,Fri Mar 16 23:11:30 +0000 2018,0.782,0.14,0.078,I don’t know what or who I’m most disappointed with to allow community work put my career in the background (again)… https://t.co/khOCa8rLHV,76,Fox
376,0.0,Fri Mar 16 23:09:07 +0000 2018,1.0,0.0,0.0,This time was supposed to be split between the conference and product work that would set me up for looking for a j… https://t.co/mOoFPPnV5w,77,Fox
377,0.0,Fri Mar 16 23:07:25 +0000 2018,1.0,0.0,0.0,"Over the last 6+ months, I’ve sacrificed all the time I had to run CSSConf and JSConf AU. I’ve set the highest stan… https://t.co/QRvns2lJs8",78,Fox
378,-0.818,Fri Mar 16 23:00:59 +0000 2018,0.679,0.321,0.0,"RT @katebevan: LAYDEEZ!!!! Worried that VPNs are too hard for your fluffy ladybrain??? Never fear, a fuckwitted BroCo called @keepsafe is h…",79,Fox
379,0.4199,Fri Mar 16 22:40:18 +0000 2018,0.417,0.0,0.583,@sarah_edo thank you! 😳,80,Fox
380,0.5719,Fri Mar 16 20:34:54 +0000 2018,0.829,0.0,0.171,I can’t wait to come back to lovey Portland and see what wonderful thing @andymcmillan and @waxpancake are preparin… https://t.co/3rfz3ShOEU,81,Fox
381,0.2942,Fri Mar 16 04:01:44 +0000 2018,0.532,0.17,0.297,@jennwrites thank you! I miss you too 😭❤️,82,Fox
382,0.0,Fri Mar 16 01:52:07 +0000 2018,1.0,0.0,0.0,"To the young woman wearing a “the future is female” tee:

The
Future
Is
Intersectional",83,Fox
383,0.7003,Fri Mar 16 01:33:25 +0000 2018,0.734,0.0,0.266,"Cannot agree with this more. I constantly get asked for free diversity, inclusion, community or general workplace a… https://t.co/M9hOz6A980",84,Fox
384,0.0,Fri Mar 16 00:36:14 +0000 2018,1.0,0.0,0.0,"@pat @coryannj @kckal Oh, I have not seen it. Will register. 👍🏻",85,Fox
385,0.0,Thu Mar 15 23:44:49 +0000 2018,1.0,0.0,0.0,Four days to go. https://t.co/RYxiCmMEFp,86,Fox
386,0.0,Thu Mar 15 22:04:46 +0000 2018,1.0,0.0,0.0,"Ellen already had a lasting impact on diversity and inclusion spanning beyond the tech industry. 

I can’t wait to… https://t.co/1QFSP6DHyQ",87,Fox
387,0.4574,Thu Mar 15 22:03:16 +0000 2018,0.824,0.0,0.176,@jordwalsh 👋🏻 interesting! Would you be able to email me more details? hi at https://t.co/vah0lKcYeo. 📬,88,Fox
388,0.0,Thu Mar 15 21:51:34 +0000 2018,1.0,0.0,0.0,My last two weeks were spent in email. Conference organiser life. https://t.co/h5hlszzyjv,89,Fox
389,0.0,Thu Mar 15 02:58:59 +0000 2018,1.0,0.0,0.0,This video with Jeff Goldblum is everything. https://t.co/vo5HSwuOUP,90,Fox
390,-0.6369,Thu Mar 15 00:17:24 +0000 2018,0.568,0.333,0.098,"Accepting talk proposals for conferences on a rolling basis: no no no no.

First come first serve doesn’t work for inclusion.",91,Fox
391,0.0,Thu Mar 15 00:05:26 +0000 2018,1.0,0.0,0.0,"If you are in Melbourne on Monday, March 19, we’re opening @cssconfau, @jsconfau and @decompressau with a Community… https://t.co/OyPVisZXYn",92,Fox
392,-0.8625,Wed Mar 14 22:35:40 +0000 2018,0.317,0.683,0.0,Australia is racist as hell. https://t.co/EIRFzejhsi,93,Fox
393,0.0,Wed Mar 14 22:08:53 +0000 2018,1.0,0.0,0.0,"RT @sarahmei: 📢 PSA: when you're building a diverse team, you're looking for culture _add_, not culture _fit_. Hire people who bring a pers…",94,Fox
394,0.6976,Wed Mar 14 21:32:48 +0000 2018,0.747,0.0,0.253,RT @piamancini: ok I need help. I really really want to hire a kickass developer who also happens to be a woman (backend pref.) What are th…,95,Fox
395,0.3802,Wed Mar 14 21:32:37 +0000 2018,0.67,0.107,0.223,"@piamancini Hey Pia! Thanks for reaching out 👋🏻 Unfortunately, software engineering isn’t my background; I’m a FE d… https://t.co/1IEwNKyc9q",96,Fox
396,-0.296,Wed Mar 14 09:43:21 +0000 2018,0.896,0.104,0.0,"RT @EricaJoy: 📢 PSA: There are no ""diverse"" applicants
People aren't diverse, teams are
You're not hiring a diverse person, you're building…",97,Fox
397,0.4215,Wed Mar 14 00:14:03 +0000 2018,0.896,0.0,0.104,"RT @SashaLaundy: What I keep telling myself this week: 
👉🏻 In work, a new thing I don't know how to do means progress. 
👉🏻 In the gym, a ha…",98,Fox
398,-0.2263,Tue Mar 13 21:56:19 +0000 2018,0.821,0.113,0.067,"No underrepresented groups want to thrive and partake in exclusionary platform StackOverflow is.

Tweet your hot ta… https://t.co/xfKjCfUtwJ",99,Fox
399,-0.4404,Tue Mar 13 21:53:43 +0000 2018,0.508,0.492,0.0,@erikalleigh I just block them. 😎,100,Fox
400,-0.5574,Sat Mar 24 03:47:03 +0000 2018,0.746,0.194,0.06,"RT @nytclimate: The loss of sea ice is a bellwether of global warming, suggesting that climate change is not just something to worry about…",1,nytimes
401,0.0,Sat Mar 24 03:43:42 +0000 2018,1.0,0.0,0.0,Elon Musk Joins #DeleteFacebook With a Barrage of Tweets https://t.co/au3PLZQyTw,2,nytimes
402,-0.6597,Sat Mar 24 03:34:16 +0000 2018,0.614,0.386,0.0,Vietnam '67: The Tragedy of Hubert Humphrey https://t.co/iZCCJ16XAc,3,nytimes
